id,network,perspective,name,title,organization,country,experience,last_updated
89070,AlphaSights,Former,Louis Williams,Transport planner,Davis and Sons,Ireland,"[""[{\""id\"": \""f8836aea-a6d3-42d3-b053-871140a0aa2a\"", \""title\"": \""Structural engineer\"", \""company\"": \""Graves-Mejia\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""8de44722-78b0-4ee5-9032-cfb542cf58ac\"", \""title\"": \""Plant breeder/geneticist\"", \""company\"": \""Phillips-Price\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""cda3c1c0-e2af-4e2d-9d65-c0436c088d4a\"", \""title\"": \""Call centre manager\"", \""company\"": \""Boyd-Richards\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""0a5ab18d-99b6-4e0b-8559-87f12dd7be89\"", \""title\"": \""Teaching laboratory technician\"", \""company\"": \""Jones PLC\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""6d116af0-14ca-4959-84ca-4fc93515f03f\"", \""title\"": \""Petroleum engineer\"", \""company\"": \""Castillo PLC\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""851e3398-c7d3-4b98-9e8a-7ef110b314b7\"", \""title\"": \""Clinical cytogeneticist\"", \""company\"": \""Obrien, Mcdaniel and Simmons\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:58.048319
67429,Guidepoint,Competitor,Mary Watson,Computer games developer,"Blackwell, Thompson and Rodriguez",Belgium,"[""[{\""id\"": \""6c0d614a-ca02-480e-8c26-9b50883a7976\"", \""title\"": \""Product manager\"", \""company\"": \""Lindsey and Sons\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""f86f6cff-a7c3-4dc2-9bbb-690d55aece46\"", \""title\"": \""Quantity surveyor\"", \""company\"": \""Contreras Inc\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""44d1478a-9309-4215-abd5-741974b342ee\"", \""title\"": \""Electronics engineer\"", \""company\"": \""Johnson Inc\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""67406109-b073-4fa3-90d8-a68b42e12613\"", \""title\"": \""Art gallery manager\"", \""company\"": \""Krause, Summers and Gonzalez\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""6a54d080-3c26-4ea0-900f-72a6556b12fc\"", \""title\"": \""Scientist, marine\"", \""company\"": \""Mathews Ltd\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""796ef812-7ba5-4743-b3ad-72494e22c826\"", \""title\"": \""Fitness centre manager\"", \""company\"": \""Jones, Sherman and Smith\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""657c783a-abd2-4996-9eb1-d7ddd48e0c28\"", \""title\"": \""Administrator, Civil Service\"", \""company\"": \""Garcia LLC\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""a4d9a219-7084-4b79-b9bf-d413d7a8d709\"", \""title\"": \""Arts development officer\"", \""company\"": \""Johnson PLC\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:58.048319
50188,Dialectica,Competitor,Mary Jones,Manufacturing systems engineer,"Berger, Foley and Carr",Finland,"[""[{\""id\"": \""96283b11-acff-4278-be99-ccebf107d8c4\"", \""title\"": \""Tax inspector\"", \""company\"": \""Mckay-Yang\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""b6326272-0f25-4eae-be34-626d8efa1930\"", \""title\"": \""Exhibitions officer, museum/gallery\"", \""company\"": \""Park PLC\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""74850db4-e4cc-47b3-a156-d6a3416954fa\"", \""title\"": \""Nurse, learning disability\"", \""company\"": \""Mitchell-Smith\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""f3e92bef-a3ef-4c97-9d83-7fbc87b3539d\"", \""title\"": \""Psychologist, occupational\"", \""company\"": \""Smith Group\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""2db4fe37-c59f-46c2-8473-6e11fc81b51c\"", \""title\"": \""Further education lecturer\"", \""company\"": \""Herrera Group\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""f4d5f420-16b4-4b7b-b86f-0d674b9a7e47\"", \""title\"": \""Therapist, art\"", \""company\"": \""Gordon Ltd\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""aa99f874-33a5-439c-b618-c5041a3075dd\"", \""title\"": \""Sports coach\"", \""company\"": \""Cain, Smith and Bishop\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""39e6fdbc-cc63-4da3-8483-45bf4229a92f\"", \""title\"": \""Quality manager\"", \""company\"": \""Foley-Taylor\"", \""duration\"": \""10 years\""}]""]",2024-09-10T17:02:58.048319
11975,Third Bridge,Competitor,Zachary Ramos,Psychiatric nurse,Herman Inc,Switzerland,"[""[{\""id\"": \""df542e8a-3a97-47db-8d0f-6ea4ae683fba\"", \""title\"": \""Glass blower/designer\"", \""company\"": \""Buchanan-West\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""6fe279b8-9a6d-49e0-bb88-b1d3601c0a7b\"", \""title\"": \""Chief Operating Officer\"", \""company\"": \""Phillips, Jackson and Johnson\"", \""duration\"": \""3 years\""}]"", ""[{\""id\"": \""64a8485f-91ae-478d-891b-8de46e8b0a51\"", \""title\"": \""Management consultant\"", \""company\"": \""Juarez PLC\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""bc48212a-786b-4e52-bdd2-42b69079665b\"", \""title\"": \""International aid/development worker\"", \""company\"": \""Ramirez-King\"", \""duration\"": \""3 years\""}]""]",2024-09-10T17:02:58.048319
38732,Guidepoint,Former,Sydney Snyder,Commercial horticulturist,Cole-Bowers,Luxembourg,"[""[{\""id\"": \""8ef01ac2-1efc-4ffe-a550-542d16b44621\"", \""title\"": \""IT technical support officer\"", \""company\"": \""Williams-Williams\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""e839a94f-12b7-4819-b02b-f9adee9745a7\"", \""title\"": \""Air cabin crew\"", \""company\"": \""Oliver, Huynh and Robinson\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""c4dc63db-98ac-40b1-b8af-e382be718543\"", \""title\"": \""Teacher, English as a foreign language\"", \""company\"": \""Chavez-Moore\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""e2cc7a08-4c18-4b0f-88d9-95eb2e9da3a9\"", \""title\"": \""Clinical research associate\"", \""company\"": \""York-Harvey\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:58.048319
58420,Third Bridge,Customer,Stacey Ford,Editorial assistant,Jimenez and Sons,France,"[""[{\""id\"": \""e2cf5cee-b6d3-4cdc-97cb-310d90cbcab1\"", \""title\"": \""Paediatric nurse\"", \""company\"": \""Lam-Jacobs\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""b54f2db8-93c5-4e77-903a-265f14bb6976\"", \""title\"": \""Operations geologist\"", \""company\"": \""Bailey-Reed\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""d259f35a-ef4b-4c17-943c-7a431b955405\"", \""title\"": \""Chartered accountant\"", \""company\"": \""Cruz PLC\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""044ace8a-d39e-4687-8d84-07f1e66ea1d7\"", \""title\"": \""Petroleum engineer\"", \""company\"": \""Ortiz and Sons\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""ad18c556-4f08-4520-a235-d90799c5b9ff\"", \""title\"": \""Plant breeder/geneticist\"", \""company\"": \""Velasquez Group\"", \""duration\"": \""7 years\""}]""]",2024-09-10T17:02:58.048319
43770,AlphaSights,Former,Christopher Sanchez,Commercial/residential surveyor,Johnson-Petty,Australia,"[""[{\""id\"": \""6a2483e0-9da6-4819-ab00-2318750d5a02\"", \""title\"": \""Medical technical officer\"", \""company\"": \""Harris-Brooks\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""992b538c-87bd-4140-beff-4799be58592b\"", \""title\"": \""Quantity surveyor\"", \""company\"": \""Murphy-Shaw\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""6c454fe2-33f1-4061-91a2-7f87cb3fcfad\"", \""title\"": \""Engineer, automotive\"", \""company\"": \""Luna-Cox\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""f83b6a40-8870-4983-bb85-85f74de89bdc\"", \""title\"": \""Equality and diversity officer\"", \""company\"": \""Flores Inc\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""134fea0c-baf9-43e6-8b9b-be4ee7075489\"", \""title\"": \""Social worker\"", \""company\"": \""Reed-Woodward\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""3bca066c-ab00-4fc1-b8de-093a7f2279d6\"", \""title\"": \""Therapist, art\"", \""company\"": \""Williams PLC\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:58.048319
80159,AlphaSights,Former,Elizabeth Clark DVM,Animator,Morales LLC,Sweden,"[""[{\""id\"": \""86c89db0-92f5-41bf-88cf-3c542be62f11\"", \""title\"": \""Astronomer\"", \""company\"": \""Hinton LLC\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""ca77bdd9-0285-402d-9d21-2c9e3e804955\"", \""title\"": \""Clothing/textile technologist\"", \""company\"": \""Harris-Wilson\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""4f26e5d5-10bd-4c8e-8f80-5ab731ac6a47\"", \""title\"": \""Theatre director\"", \""company\"": \""Garcia and Sons\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""bd504c3b-8d08-4031-bd65-5b6eda7e2dc3\"", \""title\"": \""Actor\"", \""company\"": \""Mitchell and Sons\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""b2720653-e000-4739-9723-cdc0ef3ed652\"", \""title\"": \""Engineer, building services\"", \""company\"": \""Hall and Sons\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""1cbef8e4-fb81-4a7d-a05c-3dacb81666cd\"", \""title\"": \""Product manager\"", \""company\"": \""Smith and Sons\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:58.048319
89089,Third Bridge,Customer,Jennifer Kennedy,"Teacher, English as a foreign language","Bennett, Martinez and Bell",France,"[""[{\""id\"": \""3fdb8bd1-d864-4506-98f3-2e7f75aa1d22\"", \""title\"": \""Management consultant\"", \""company\"": \""Rollins, Mora and Morales\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""fb57097e-2c99-409e-bce1-b31fae9ba06c\"", \""title\"": \""Runner, broadcasting/film/video\"", \""company\"": \""Smith Ltd\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""70722f23-a415-46b1-99c9-18baab8f838f\"", \""title\"": \""Nature conservation officer\"", \""company\"": \""Richardson-Mcintosh\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""97cba7ec-b31a-4c9c-a3f2-f47e148bb5bb\"", \""title\"": \""Armed forces logistics/support/administrative officer\"", \""company\"": \""Jacobson, Boyd and Russell\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""b9879a44-7848-4582-ae51-10dc8bca6d8b\"", \""title\"": \""Psychotherapist, child\"", \""company\"": \""Smith Ltd\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""086f8e6e-11d4-44c7-be2c-05fc99d89f0a\"", \""title\"": \""Designer, industrial/product\"", \""company\"": \""Wright Ltd\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""e2fa0ca2-7d28-4332-80aa-7f6dab249b41\"", \""title\"": \""Writer\"", \""company\"": \""Chung-Robbins\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""2ef912bf-4418-49c5-b8e3-e2eb725a73d6\"", \""title\"": \""Commercial horticulturist\"", \""company\"": \""Clark Group\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:58.048319
46403,Third Bridge,Customer,Monica Rivera,"Librarian, academic",Fletcher Inc,Luxembourg,"[""[{\""id\"": \""0c9e1e13-7bea-441f-9c2e-87abee364ffa\"", \""title\"": \""Designer, industrial/product\"", \""company\"": \""Lee, Suarez and Charles\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""92169846-db40-49ec-aab9-b3a2841cf68e\"", \""title\"": \""Microbiologist\"", \""company\"": \""Stevens-Strong\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""b33ba00e-14f1-4e7e-8a73-8adf53c17135\"", \""title\"": \""Scientist, research (physical sciences)\"", \""company\"": \""Kaiser, Kennedy and Davis\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""3509afa6-9d8c-464b-9ca3-04609955f2c4\"", \""title\"": \""Manufacturing systems engineer\"", \""company\"": \""Walker, Richard and Cook\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""261c6cea-a408-4b03-a433-1c61942bbd0a\"", \""title\"": \""Accountant, chartered\"", \""company\"": \""Keller-Foster\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""838aa3d4-9dec-45dd-a60d-93428fa49300\"", \""title\"": \""Chiropodist\"", \""company\"": \""Hood, Hill and Boyd\"", \""duration\"": \""2 years\""}]""]",2024-09-10T17:02:58.048319
6214,Dialectica,Customer,Elaine Mullen,"Therapist, art","Lopez, Williams and Powell",Austria,"[""[{\""id\"": \""e3ed3209-3fc0-4267-8533-4f5e252e1abf\"", \""title\"": \""Tree surgeon\"", \""company\"": \""Smith, Long and House\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""899cbaaa-5371-411e-a46f-8f643f08871e\"", \""title\"": \""Psychologist, clinical\"", \""company\"": \""Huang PLC\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""847bfd81-c67c-44e5-8f2c-e7ceecaa2b51\"", \""title\"": \""Archaeologist\"", \""company\"": \""Barrett, Dorsey and Moore\"", \""duration\"": \""10 years\""}]""]",2024-09-10T17:02:58.048319
5994,AlphaSights,Former,Charles Carter,"Surveyor, hydrographic","Rose, Chapman and Hampton",Belgium,"[""[{\""id\"": \""680391b2-58a9-473e-84d6-6617bd1e73d4\"", \""title\"": \""Counselling psychologist\"", \""company\"": \""Williams PLC\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""c352e096-cbb7-4989-b377-408376cdd19d\"", \""title\"": \""Best boy\"", \""company\"": \""Johnson, Burns and Miller\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""608c34a9-9e05-4785-9fe4-c1c21e742660\"", \""title\"": \""Child psychotherapist\"", \""company\"": \""Jones-Jensen\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""c7eb3d33-0f99-47e9-a3a6-2f869d1530a2\"", \""title\"": \""Primary school teacher\"", \""company\"": \""Ortiz, Hill and Lopez\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""a50a506c-2aa8-4c13-9040-07eeab88cee0\"", \""title\"": \""Chief Technology Officer\"", \""company\"": \""Thornton Group\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""967ed8f4-3e5a-4243-b767-0871aaab79c2\"", \""title\"": \""Historic buildings inspector/conservation officer\"", \""company\"": \""Shelton, Mcgee and Rodriguez\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""f7e5e460-793b-42e7-b3bf-741e90f843f0\"", \""title\"": \""Environmental consultant\"", \""company\"": \""Johnson PLC\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""bdff203b-d596-4c07-8e11-14dfc56ae36e\"", \""title\"": \""Teacher, special educational needs\"", \""company\"": \""Boone-Macdonald\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:58.048319
22810,Dialectica,Customer,Jennifer Clark,Pensions consultant,Shields-Chavez,Luxembourg,"[""[{\""id\"": \""67b1ecb4-4a58-4742-be61-b35b4248a123\"", \""title\"": \""Barista\"", \""company\"": \""Collins, Ward and Franklin\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""160fbacf-1ad7-48a0-98f9-6e19179667a9\"", \""title\"": \""Data scientist\"", \""company\"": \""Mitchell-Campbell\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""4be99275-63db-4a3f-a1c3-efde1cfe2d7e\"", \""title\"": \""Arts administrator\"", \""company\"": \""Wright, Gardner and Nolan\"", \""duration\"": \""7 years\""}]""]",2024-09-10T17:02:58.048319
87275,Guidepoint,Former,Andrew English,Orthoptist,Reeves Group,Australia,"[""[{\""id\"": \""c1d25a50-e6d9-4aae-9b06-890023ea0763\"", \""title\"": \""Technical author\"", \""company\"": \""Smith, Joseph and Vargas\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""9da9994a-0bc6-4816-bda3-c349773556b5\"", \""title\"": \""Wellsite geologist\"", \""company\"": \""Day, Miller and Wilson\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""c64945c6-d464-418b-b882-c4d9d24ea3d2\"", \""title\"": \""Agricultural consultant\"", \""company\"": \""Savage-Chavez\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""a1b8fd02-65d5-473c-9714-9d44ba006b54\"", \""title\"": \""Dealer\"", \""company\"": \""Moreno PLC\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""75a1645c-b2ca-47b9-9840-1b4dc1b6a1b1\"", \""title\"": \""Multimedia specialist\"", \""company\"": \""Dominguez, Erickson and Rodriguez\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:58.048319
42972,Third Bridge,Competitor,Robert Roberts,Product manager,"Charles, Smith and Smith",Luxembourg,"[""[{\""id\"": \""ecaeac7f-9e20-488f-adce-f7441cf674eb\"", \""title\"": \""Ship broker\"", \""company\"": \""Hubbard, Waters and Bradley\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""a4cc25e1-ebfa-4c21-bb40-754537aa6dfd\"", \""title\"": \""Public librarian\"", \""company\"": \""Gray Ltd\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""64d20cd1-b952-4536-a3b3-b86743444f0e\"", \""title\"": \""Research scientist (life sciences)\"", \""company\"": \""Nichols LLC\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""9889c4bc-3690-4340-8439-02c083747bff\"", \""title\"": \""Accounting technician\"", \""company\"": \""Gross, Stephens and Walker\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""ab883559-7e19-45d8-9c78-1e6609bc2105\"", \""title\"": \""Professor Emeritus\"", \""company\"": \""Duncan-Mcneil\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""d0b93e61-2478-41d8-842a-e4a5d68c18de\"", \""title\"": \""Medical laboratory scientific officer\"", \""company\"": \""Taylor-Johnson\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""c9225271-2bc1-434d-8021-de4282dd86f9\"", \""title\"": \""Designer, interior/spatial\"", \""company\"": \""Noble, Woodward and Logan\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:58.048319
93386,AlphaSights,Customer,Anthony Brady,"Biochemist, clinical",Cross LLC,Belgium,"[""[{\""id\"": \""1a2c9735-f2d8-4379-9f65-96537dedde0c\"", \""title\"": \""TEFL teacher\"", \""company\"": \""Jones-Garrett\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""57546541-75c7-4cf8-8311-ed864e805013\"", \""title\"": \""Armed forces training and education officer\"", \""company\"": \""Davis, Morris and Morton\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""7d9d5489-8442-45a4-8968-94127d554680\"", \""title\"": \""Chartered legal executive (England and Wales)\"", \""company\"": \""Lee, Huynh and Padilla\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""0f0eaa5e-7062-4fd2-b060-d8abc6335f73\"", \""title\"": \""Geographical information systems officer\"", \""company\"": \""Patel Group\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""69327501-e21e-4d4a-b769-a80ad3ba2c2d\"", \""title\"": \""Medical illustrator\"", \""company\"": \""Graham, Ross and Johnson\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""409eae9a-bcbb-40f7-a793-509745db4154\"", \""title\"": \""Clinical biochemist\"", \""company\"": \""Fitzpatrick PLC\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""c950da33-6850-4e95-86e9-4038aec3d28d\"", \""title\"": \""Planning and development surveyor\"", \""company\"": \""Joseph, Mann and Vega\"", \""duration\"": \""8 years\""}]""]",2024-09-10T17:02:58.048319
66582,Third Bridge,Competitor,Debra Bradford,"Engineer, electrical",Bowman Inc,France,"[""[{\""id\"": \""7e93e852-ac0c-48d7-9e1f-18d1e1e1d9b9\"", \""title\"": \""Oncologist\"", \""company\"": \""Wagner-Mclean\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""47bd11cb-5843-453d-b531-be2ab29f7272\"", \""title\"": \""Accountant, chartered certified\"", \""company\"": \""Campbell PLC\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""f747f9d2-5bec-4373-adef-304474ef9be2\"", \""title\"": \""Special educational needs teacher\"", \""company\"": \""Cohen PLC\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""f9a9181a-5ef3-4b1f-a252-8c9514e1cdcb\"", \""title\"": \""Market researcher\"", \""company\"": \""Mclaughlin-Smith\"", \""duration\"": \""3 years\""}]""]",2024-09-10T17:02:58.048319
11042,Guidepoint,Customer,John Martinez,English as a second language teacher,Nichols-Cook,Germany,"[""[{\""id\"": \""4dc3d4bb-b9d3-4dae-95bd-f24309d93365\"", \""title\"": \""Conservator, furniture\"", \""company\"": \""Jenkins, Brown and Stafford\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""18951add-be3c-4273-b935-a42fdf2bfa3b\"", \""title\"": \""Public affairs consultant\"", \""company\"": \""Bauer, Holloway and Kramer\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""03adf102-99d2-483c-9df0-eec98581a7f6\"", \""title\"": \""Medical technical officer\"", \""company\"": \""Mclaughlin-Steele\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""b5f6a00d-bb6e-4792-a628-82af6c304193\"", \""title\"": \""Radio broadcast assistant\"", \""company\"": \""Fisher-Joseph\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""dada11f2-f3c7-4719-868b-4d3f24f38abb\"", \""title\"": \""Magazine journalist\"", \""company\"": \""Hale Group\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""bc4debe5-95ea-495d-9e19-7b56b8e3c8cb\"", \""title\"": \""Hotel manager\"", \""company\"": \""Graves, Coleman and Kirk\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""e9e8d99e-0177-4281-929b-56083b5adf9b\"", \""title\"": \""Exercise physiologist\"", \""company\"": \""Lucas, Jackson and Murillo\"", \""duration\"": \""6 years\""}]""]",2024-09-10T17:02:58.060924
66285,Dialectica,Competitor,Marvin Torres,Risk manager,Montes-Garcia,Malta,"[""[{\""id\"": \""8755d6de-8555-4951-bfe7-e2bad28d1bb6\"", \""title\"": \""Historic buildings inspector/conservation officer\"", \""company\"": \""Wood Ltd\"", \""duration\"": \""9 years\""}]"", ""[{\""id\"": \""89163dda-1761-47fb-96aa-b01345851306\"", \""title\"": \""Scientist, research (maths)\"", \""company\"": \""Anderson-Lara\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""ce26fe17-97d4-4f9e-a8f3-7c527c69267f\"", \""title\"": \""Charity officer\"", \""company\"": \""Taylor-Lopez\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""7da925af-9f51-46c8-b3ad-4f6ad82c13df\"", \""title\"": \""Equality and diversity officer\"", \""company\"": \""Dennis Inc\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""7a0e4e3e-75c3-42dc-a467-a4d7ada70db1\"", \""title\"": \""Therapist, drama\"", \""company\"": \""Page, Castillo and Walker\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:58.060924
5464,AlphaSights,Customer,Tyler Hayes,Psychiatrist,Davis-Marks,Iceland,"[""[{\""id\"": \""6b3cc3e0-a8d1-4e25-9164-b581e2043977\"", \""title\"": \""Petroleum engineer\"", \""company\"": \""Hall Inc\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""4c2bbbee-dd61-42ed-a4c2-13e1115f693b\"", \""title\"": \""Therapist, art\"", \""company\"": \""Walters, Baker and Blanchard\"", \""duration\"": \""7 years\""}]"", ""[{\""id\"": \""480bf8e1-1ccd-4bd0-b18e-f76a5424bd9e\"", \""title\"": \""Risk analyst\"", \""company\"": \""Myers, Nguyen and Bryan\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""e5d704aa-154d-4924-8e17-6a7ac09d64f1\"", \""title\"": \""Contractor\"", \""company\"": \""Rodriguez, Terry and Johnson\"", \""duration\"": \""10 years\""}]"", ""[{\""id\"": \""956f2868-9333-4116-85f8-6f09cc9f7692\"", \""title\"": \""Forensic scientist\"", \""company\"": \""Stewart Inc\"", \""duration\"": \""1 years\""}]"", ""[{\""id\"": \""43c2b91a-71aa-438f-8764-d18983ab2988\"", \""title\"": \""Water engineer\"", \""company\"": \""Hodges Ltd\"", \""duration\"": \""3 years\""}]""]",2024-09-10T17:02:58.060924
94287,Dialectica,Customer,Patrick Johnson,"Designer, television/film set","Wells, Phelps and Thompson",Canada,"[""[{\""id\"": \""0a037414-3069-40a4-a422-221da6167aac\"", \""title\"": \""Architect\"", \""company\"": \""Holt PLC\"", \""duration\"": \""8 years\""}]"", ""[{\""id\"": \""b725d2dc-b461-4d99-9a99-896fb32cabc6\"", \""title\"": \""Scientist, research (physical sciences)\"", \""company\"": \""Kim, Hayes and Spencer\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""3f021603-3c17-46a5-b041-ba29aef291db\"", \""title\"": \""Sport and exercise psychologist\"", \""company\"": \""Wang Inc\"", \""duration\"": \""4 years\""}]"", ""[{\""id\"": \""25fdc107-80e4-4d59-8c1f-4bcba8095ec2\"", \""title\"": \""Financial controller\"", \""company\"": \""Barnes, Miller and Lamb\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""47a93063-ec07-4d4d-ac4b-ab6899654842\"", \""title\"": \""Psychiatric nurse\"", \""company\"": \""Sullivan Inc\"", \""duration\"": \""6 years\""}]"", ""[{\""id\"": \""3ba39a36-dbb0-42eb-bcc2-a2c093ba237a\"", \""title\"": \""Radiographer, therapeutic\"", \""company\"": \""Brown, Peterson and Reyes\"", \""duration\"": \""5 years\""}]"", ""[{\""id\"": \""77cccc8f-598b-4fc4-b12c-a8be92503021\"", \""title\"": \""Retail buyer\"", \""company\"": \""Williams PLC\"", \""duration\"": \""2 years\""}]"", ""[{\""id\"": \""a36be002-6e19-447f-82fd-4c06266714e9\"", \""title\"": \""Scientist, physiological\"", \""company\"": \""Griffin, Elliott and Mitchell\"", \""duration\"": \""1 years\""}]""]",2024-09-10T17:02:58.060924
